f0,W,H,fps,w0,h0,w,h
24300,858,480,30,773,66,122,79
24300,858,480,30,,52,75,122
24300,858,480,30,341,79,122,79
24300,858,480,30,768,100,122,79
24300,858,480,30,236,102,122,79
24300,858,480,30,,54,139,122
24300,858,480,30,369,181,122,79
24300,858,480,30,128,285,122,79
24300,858,480,30,501,209,122,79
24300,858,480,30,573,226,122,79
24300,858,480,30,667,260,122,79
24300,858,480,30,574,288,122,79
24300,858,480,30,0,301,122,79
24300,858,480,30,608,372,122,79
24330,858,480,30,369,196,122,79
24330,858,480,30,407,42,122,79
24330,858,480,30,240,53,122,79
24330,858,480,30,,23,58,122
24330,858,480,30,773,66,122,79
24330,858,480,30,,52,75,122
24330,858,480,30,341,79,122,79
24330,858,480,30,768,100,122,79
24330,858,480,30,236,102,122,79
24330,858,480,30,,54,139,122
24330,858,480,30,369,181,122,79
24330,858,480,30,128,285,122,79
24330,858,480,30,501,209,122,79
24330,858,480,30,573,226,122,79
24330,858,480,30,667,260,122,79
24330,858,480,30,574,288,122,79
24330,858,480,30,0,301,122,79
24330,858,480,30,608,372,122,79
24360,858,480,30,369,196,122,79
24360,858,480,30,407,42,122,79
24360,858,480,30,240,53,122,79
24360,858,480,30,,23,58,122
24360,858,480,30,773,66,122,79
24360,858,480,30,,52,75,122
24360,858,480,30,341,79,122,79
24360,858,480,30,768,100,122,79
24360,858,480,30,236,102,122,79
24360,858,480,30,,54,139,122
24360,858,480,30,369,181,122,79
24360,858,480,30,128,285,122,79
24360,858,480,30,501,209,122,79
24360,858,480,30,573,226,122,79
24360,858,480,30,667,260,122,79
24360,858,480,30,574,288,122,79
24360,858,480,30,0,301,122,79
24360,858,480,30,608,372,122,79
24390,858,480,30,369,196,122,79
24390,858,480,30,407,42,122,79
24390,858,480,30,240,53,122,79
24390,858,480,30,,23,58,122
24390,858,480,30,773,66,122,79
24390,858,480,30,,52,75,122
24390,858,480,30,341,79,122,79
24390,858,480,30,768,100,122,79
24390,858,480,30,236,102,122,79
24390,858,480,30,,54,139,122
24390,858,480,30,369,181,122,79
24390,858,480,30,128,285,122,79
24390,858,480,30,501,209,122,79
24390,858,480,30,573,226,122,79
24390,858,480,30,667,260,122,79
24390,858,480,30,574,288,122,79
24390,858,480,30,0,301,122,79
24390,858,480,30,608,372,122,79
24420,858,480,30,369,196,122,79
24420,858,480,30,407,42,122,79
24420,858,480,30,240,53,122,79
24420,858,480,30,,23,58,122
24420,858,480,30,773,66,122,79
24420,858,480,30,,52,75,122
24420,858,480,30,341,79,122,79
24420,858,480,30,768,100,122,79
24420,858,480,30,236,102,122,79
24420,858,480,30,,54,139,122
24420,858,480,30,369,181,122,79
24420,858,480,30,128,285,122,79
24420,858,480,30,501,209,122,79
24420,858,480,30,573,226,122,79
24420,858,480,30,667,260,122,79
24420,858,480,30,574,288,122,79
24420,858,480,30,0,301,122,79
24420,858,480,30,608,372,122,79
24450,858,480,30,369,196,122,79
24450,858,480,30,407,42,122,79
24450,858,480,30,240,53,122,79
24450,858,480,30,,23,58,122
24450,858,480,30,773,66,122,79
24450,858,480,30,,52,75,122
24450,858,480,30,341,79,122,79
24450,858,480,30,768,100,122,79
24450,858,480,30,236,102,122,79
24450,858,480,30,,54,139,122
24450,858,480,30,369,181,122,79
24450,858,480,30,128,285,122,79
24450,858,480,30,501,209,122,79
24450,858,480,30,573,226,122,79
24450,858,480,30,667,260,122,79
24450,858,480,30,574,288,122,79
24450,858,480,30,0,301,122,79
24450,858,480,30,608,372,122,79
24480,858,480,30,367,197,122,79
24480,858,480,30,410,43,122,79
24480,858,480,30,240,53,122,79
24480,858,480,30,,23,57,122
24480,858,480,30,,57,78,122
24480,858,480,30,297,74,122,79
24480,858,480,30,235,102,122,79
24480,858,480,30,358,195,122,79
24480,858,480,30,585,231,122,79
24480,858,480,30,575,281,122,79
24480,858,480,30,115,320,122,79
24480,858,480,30,597,377,122,79
24510,858,480,30,367,197,122,79
24510,858,480,30,410,43,122,79
24510,858,480,30,240,53,122,79
24510,858,480,30,,23,57,122
24510,858,480,30,,57,78,122
24510,858,480,30,297,74,122,79
24510,858,480,30,235,102,122,79
24510,858,480,30,358,195,122,79
24510,858,480,30,585,231,122,79
24510,858,480,30,575,281,122,79
24510,858,480,30,115,320,122,79
24510,858,480,30,597,377,122,79
24540,858,480,30,367,197,122,79
24540,858,480,30,410,43,122,79
24540,858,480,30,240,53,122,79
24540,858,480,30,,23,57,122
24540,858,480,30,,57,78,122
24540,858,480,30,297,74,122,79
24540,858,480,30,235,102,122,79
24540,858,480,30,358,195,122,79
24540,858,480,30,585,231,122,79
24540,858,480,30,575,281,122,79
24540,858,480,30,115,320,122,79
24540,858,480,30,597,377,122,79
24570,858,480,30,367,197,122,79
24570,858,480,30,410,43,122,79
24570,858,480,30,240,53,122,79
24570,858,480,30,,23,57,122
24570,858,480,30,,57,78,122
24570,858,480,30,297,74,122,79
24570,858,480,30,235,102,122,79
24570,858,480,30,358,195,122,79
24570,858,480,30,585,231,122,79
24570,858,480,30,575,281,122,79
24570,858,480,30,115,320,122,79
24570,858,480,30,597,377,122,79
24600,858,480,30,367,197,122,79
24600,858,480,30,410,43,122,79
24600,858,480,30,240,53,122,79
24600,858,480,30,,23,57,122
24600,858,480,30,,57,78,122
24600,858,480,30,297,74,122,79
24600,858,480,30,235,102,122,79
24600,858,480,30,358,195,122,79
24600,858,480,30,585,231,122,79
24600,858,480,30,575,281,122,79
24600,858,480,30,115,320,122,79
24600,858,480,30,597,377,122,79
24630,858,480,30,367,197,122,79
24630,858,480,30,410,43,122,79
24630,858,480,30,240,53,122,79
24630,858,480,30,,23,57,122
24630,858,480,30,,57,78,122
24630,858,480,30,297,74,122,79
24630,858,480,30,235,102,122,79
24630,858,480,30,358,195,122,79
24630,858,480,30,585,231,122,79
24630,858,480,30,575,281,122,79
24630,858,480,30,115,320,122,79
24630,858,480,30,597,377,122,79
24660,858,480,30,367,197,122,79
24660,858,480,30,410,43,122,79
24660,858,480,30,240,53,122,79
24660,858,480,30,,23,57,122
24660,858,480,30,,57,78,122
24660,858,480,30,297,74,122,79
24660,858,480,30,235,102,122,79
24660,858,480,30,358,195,122,79
24660,858,480,30,585,231,122,79
24660,858,480,30,575,281,122,79
24660,858,480,30,115,320,122,79
24660,858,480,30,597,377,122,79
24690,858,480,30,367,197,122,79
24690,858,480,30,410,43,122,79
24690,858,480,30,240,53,122,79
24690,858,480,30,,23,57,122
24690,858,480,30,,57,78,122
24690,858,480,30,297,74,122,79
24690,858,480,30,235,102,122,79
24690,858,480,30,358,195,122,79
24690,858,480,30,585,231,122,79
24690,858,480,30,575,281,122,79
24690,858,480,30,115,320,122,79
24690,858,480,30,597,377,122,79
24720,858,480,30,367,197,122,79
24720,858,480,30,410,43,122,79
24720,858,480,30,240,53,122,79
24720,858,480,30,,23,57,122
24720,858,480,30,,57,78,122
24720,858,480,30,297,74,122,79
24720,858,480,30,235,102,122,79
24720,858,480,30,358,195,122,79
24720,858,480,30,585,231,122,79
24720,858,480,30,575,281,122,79
24720,858,480,30,115,320,122,79
24720,858,480,30,597,377,122,79
24750,858,480,30,367,197,122,79
24750,858,480,30,410,43,122,79
24750,858,480,30,240,53,122,79
24750,858,480,30,,23,57,122
24750,858,480,30,,57,78,122
24750,858,480,30,297,74,122,79
24750,858,480,30,235,102,122,79
24750,858,480,30,358,195,122,79
24750,858,480,30,585,231,122,79
24750,858,480,30,575,281,122,79
24750,858,480,30,115,320,122,79
24750,858,480,30,597,377,122,79
24780,858,480,30,367,197,122,79
24780,858,480,30,410,43,122,79
24780,858,480,30,240,53,122,79
24780,858,480,30,,23,57,122
24780,858,480,30,,57,78,122
24780,858,480,30,297,74,122,79
24780,858,480,30,235,102,122,79
24780,858,480,30,358,195,122,79
24780,858,480,30,585,231,122,79
24780,858,480,30,575,281,122,79
24780,858,480,30,115,320,122,79
24780,858,480,30,597,377,122,79
24810,858,480,30,367,197,122,79
24810,858,480,30,410,43,122,79
24810,858,480,30,240,53,122,79
24810,858,480,30,,23,57,122
24810,858,480,30,,57,78,122
24810,858,480,30,297,74,122,79
24810,858,480,30,235,102,122,79
24810,858,480,30,358,195,122,79
24810,858,480,30,585,231,122,79
24810,858,480,30,575,281,122,79
24810,858,480,30,115,320,122,79
24810,858,480,30,597,377,122,79
24840,858,480,30,366,198,122,79
24840,858,480,30,,22,57,122
24840,858,480,30,241,53,122,79
24840,858,480,30,775,64,122,79
24840,858,480,30,,52,80,122
24840,858,480,30,178,210,122,79
24840,858,480,30,352,195,122,79
24840,858,480,30,577,233,122,79
24840,858,480,30,576,290,122,79
24840,858,480,30,594,385,122,79
24870,858,480,30,366,198,122,79
24870,858,480,30,,22,57,122
24870,858,480,30,241,53,122,79
24870,858,480,30,775,64,122,79
24870,858,480,30,,52,80,122
24870,858,480,30,178,210,122,79
24870,858,480,30,352,195,122,79
24870,858,480,30,577,233,122,79
24870,858,480,30,576,290,122,79
24870,858,480,30,594,385,122,79
24900,858,480,30,366,198,122,79
24900,858,480,30,,22,57,122
24900,858,480,30,241,53,122,79
24900,858,480,30,775,64,122,79
24900,858,480,30,,52,80,122
24900,858,480,30,178,210,122,79
24900,858,480,30,352,195,122,79
24900,858,480,30,577,233,122,79
24900,858,480,30,576,290,122,79
24900,858,480,30,594,385,122,79
24930,858,480,30,366,198,122,79
24930,858,480,30,,22,57,122
24930,858,480,30,241,53,122,79
24930,858,480,30,775,64,122,79
24930,858,480,30,,52,80,122
24930,858,480,30,178,210,122,79
24930,858,480,30,352,195,122,79
24930,858,480,30,577,233,122,79
24930,858,480,30,576,290,122,79
24930,858,480,30,594,385,122,79
24960,858,480,30,366,198,122,79
24960,858,480,30,,22,57,122
24960,858,480,30,241,53,122,79
24960,858,480,30,775,64,122,79
24960,858,480,30,,52,80,122
24960,858,480,30,178,210,122,79
24960,858,480,30,352,195,122,79
24960,858,480,30,577,233,122,79
24960,858,480,30,576,290,122,79
24960,858,480,30,594,385,122,79
24990,858,480,30,366,198,122,79
24990,858,480,30,,22,57,122
24990,858,480,30,241,53,122,79
24990,858,480,30,775,64,122,79
24990,858,480,30,,52,80,122
24990,858,480,30,178,210,122,79
24990,858,480,30,352,195,122,79
24990,858,480,30,577,233,122,79
24990,858,480,30,576,290,122,79
24990,858,480,30,594,385,122,79
25020,858,480,30,366,198,122,79
25020,858,480,30,,22,57,122
25020,858,480,30,241,53,122,79
25020,858,480,30,775,64,122,79
25020,858,480,30,,52,80,122
25020,858,480,30,178,210,122,79
25020,858,480,30,352,195,122,79
25020,858,480,30,577,233,122,79
25020,858,480,30,576,290,122,79
25020,858,480,30,594,385,122,79
25050,858,480,30,366,198,122,79
25050,858,480,30,,22,57,122
25050,858,480,30,241,53,122,79
25050,858,480,30,775,64,122,79
25050,858,480,30,,52,80,122
25050,858,480,30,178,210,122,79
25050,858,480,30,352,195,122,79
25050,858,480,30,577,233,122,79
25050,858,480,30,576,290,122,79
25050,858,480,30,594,385,122,79
25080,858,480,30,366,198,122,79
25080,858,480,30,,22,57,122
25080,858,480,30,241,53,122,79
25080,858,480,30,775,64,122,79
25080,858,480,30,,52,80,122
25080,858,480,30,178,210,122,79
25080,858,480,30,352,195,122,79
25080,858,480,30,577,233,122,79
25080,858,480,30,576,290,122,79
25080,858,480,30,594,385,122,79
25110,858,480,30,366,198,122,79
25110,858,480,30,,22,57,122
25110,858,480,30,241,53,122,79
25110,858,480,30,775,64,122,79
25110,858,480,30,,52,80,122
25110,858,480,30,178,210,122,79
25110,858,480,30,352,195,122,79
25110,858,480,30,577,233,122,79
25110,858,480,30,576,290,122,79
25110,858,480,30,594,385,122,79
25140,858,480,30,366,198,122,79
25140,858,480,30,,22,57,122
25140,858,480,30,241,53,122,79
25140,858,480,30,775,64,122,79
25140,858,480,30,,52,80,122
25140,858,480,30,178,210,122,79
25140,858,480,30,352,195,122,79
25140,858,480,30,577,233,122,79
25140,858,480,30,576,290,122,79
25140,858,480,30,594,385,122,79
25170,858,480,30,366,198,122,79
25170,858,480,30,,22,57,122
25170,858,480,30,241,53,122,79
25170,858,480,30,775,64,122,79
25170,858,480,30,,52,80,122
25170,858,480,30,178,210,122,79
25170,858,480,30,352,195,122,79
25170,858,480,30,577,233,122,79
25170,858,480,30,576,290,122,79
25170,858,480,30,594,385,122,79
25200,858,480,30,369,198,122,79
25200,858,480,30,406,42,122,79
25200,858,480,30,231,37,122,79
25200,858,480,30,241,52,122,79
25200,858,480,30,,22,57,122
25200,858,480,30,777,61,122,79
25200,858,480,30,737,64,122,79
25200,858,480,30,678,65,122,79
25200,858,480,30,292,69,122,79
25200,858,480,30,,52,82,122
25200,858,480,30,163,215,122,79
25200,858,480,30,346,195,122,79
25200,858,480,30,577,235,122,79
25200,858,480,30,575,287,122,79
25200,858,480,30,595,388,122,79
25230,858,480,30,369,198,122,79
25230,858,480,30,406,42,122,79
25230,858,480,30,231,37,122,79
25230,858,480,30,241,52,122,79
25230,858,480,30,,22,57,122
25230,858,480,30,777,61,122,79
25230,858,480,30,737,64,122,79
25230,858,480,30,678,65,122,79
25230,858,480,30,292,69,122,79
25230,858,480,30,,52,82,122
25230,858,480,30,163,215,122,79
25230,858,480,30,346,195,122,79
25230,858,480,30,577,235,122,79
25230,858,480,30,575,287,122,79
25230,858,480,30,595,388,122,79
25260,858,480,30,369,198,122,79
25260,858,480,30,406,42,122,79
25260,858,480,30,231,37,122,79
25260,858,480,30,241,52,122,79
25260,858,480,30,,22,57,122
25260,858,480,30,777,61,122,79
25260,858,480,30,737,64,122,79
25260,858,480,30,678,65,122,79
25260,858,480,30,292,69,122,79
25260,858,480,30,,52,82,122
25260,858,480,30,163,215,122,79
25260,858,480,30,346,195,122,79
25260,858,480,30,577,235,122,79
25260,858,480,30,575,287,122,79
25260,858,480,30,595,388,122,79
25290,858,480,30,369,198,122,79
25290,858,480,30,406,42,122,79
25290,858,480,30,231,37,122,79
25290,858,480,30,241,52,122,79
25290,858,480,30,,22,57,122
25290,858,480,30,777,61,122,79
25290,858,480,30,737,64,122,79
25290,858,480,30,678,65,122,79
25290,858,480,30,292,69,122,79
25290,858,480,30,,52,82,122
25290,858,480,30,163,215,122,79
25290,858,480,30,346,195,122,79
25290,858,480,30,577,235,122,79
25290,858,480,30,575,287,122,79
25290,858,480,30,595,388,122,79
25320,858,480,30,369,198,122,79
25320,858,480,30,406,42,122,79
25320,858,480,30,231,37,122,79
25320,858,480,30,241,52,122,79
25320,858,480,30,,22,57,122
25320,858,480,30,777,61,122,79
25320,858,480,30,737,64,122,79
25320,858,480,30,678,65,122,79
25320,858,480,30,292,69,122,79
25320,858,480,30,,52,82,122
25320,858,480,30,163,215,122,79
25320,858,480,30,346,195,122,79
25320,858,480,30,577,235,122,79
25320,858,480,30,575,287,122,79
25320,858,480,30,595,388,122,79
25350,858,480,30,369,198,122,79
25350,858,480,30,406,42,122,79
25350,858,480,30,231,37,122,79
25350,858,480,30,241,52,122,79
25350,858,480,30,,22,57,122
25350,858,480,30,777,61,122,79
25350,858,480,30,737,64,122,79
25350,858,480,30,678,65,122,79
25350,858,480,30,292,69,122,79
25350,858,480,30,,52,82,122
25350,858,480,30,163,215,122,79
25350,858,480,30,346,195,122,79
25350,858,480,30,577,235,122,79
25350,858,480,30,575,287,122,79
25350,858,480,30,595,388,122,79
25380,858,480,30,369,198,122,79
25380,858,480,30,406,42,122,79
25380,858,480,30,231,37,122,79
25380,858,480,30,241,52,122,79
25380,858,480,30,,22,57,122
25380,858,480,30,777,61,122,79
25380,858,480,30,737,64,122,79
25380,858,480,30,678,65,122,79
25380,858,480,30,292,69,122,79
25380,858,480,30,,52,82,122
25380,858,480,30,163,215,122,79
25380,858,480,30,346,195,122,79
25380,858,480,30,577,235,122,79
25380,858,480,30,575,287,122,79
25380,858,480,30,595,388,122,79
25410,858,480,30,369,198,122,79
25410,858,480,30,406,42,122,79
25410,858,480,30,231,37,122,79
25410,858,480,30,241,52,122,79
25410,858,480,30,,22,57,122
25410,858,480,30,777,61,122,79
25410,858,480,30,737,64,122,79
25410,858,480,30,678,65,122,79
25410,858,480,30,292,69,122,79
25410,858,480,30,,52,82,122
25410,858,480,30,163,215,122,79
25410,858,480,30,346,195,122,79
25410,858,480,30,577,235,122,79
25410,858,480,30,575,287,122,79
25410,858,480,30,595,388,122,79
25440,858,480,30,369,198,122,79
25440,858,480,30,406,42,122,79
25440,858,480,30,231,37,122,79
25440,858,480,30,241,52,122,79
25440,858,480,30,,22,57,122
25440,858,480,30,777,61,122,79
25440,858,480,30,737,64,122,79
25440,858,480,30,678,65,122,79
25440,858,480,30,292,69,122,79
25440,858,480,30,,52,82,122
25440,858,480,30,163,215,122,79
25440,858,480,30,346,195,122,79
25440,858,480,30,577,235,122,79
25440,858,480,30,575,287,122,79
25440,858,480,30,595,388,122,79
25470,858,480,30,369,198,122,79
25470,858,480,30,406,42,122,79
25470,858,480,30,231,37,122,79
25470,858,480,30,241,52,122,79
25470,858,480,30,,22,57,122
25470,858,480,30,777,61,122,79
25470,858,480,30,737,64,122,79
25470,858,480,30,678,65,122,79
25470,858,480,30,292,69,122,79
25470,858,480,30,,52,82,122
25470,858,480,30,163,215,122,79
25470,858,480,30,346,195,122,79
25470,858,480,30,577,235,122,79
25470,858,480,30,575,287,122,79
25470,858,480,30,595,388,122,79
25500,858,480,30,369,198,122,79
25500,858,480,30,406,42,122,79
25500,858,480,30,231,37,122,79
25500,858,480,30,241,52,122,79
25500,858,480,30,,22,57,122
25500,858,480,30,777,61,122,79
25500,858,480,30,737,64,122,79
25500,858,480,30,678,65,122,79
25500,858,480,30,292,69,122,79
25500,858,480,30,,52,82,122
25500,858,480,30,163,215,122,79
25500,858,480,30,346,195,122,79
25500,858,480,30,577,235,122,79
25500,858,480,30,575,287,122,79
25500,858,480,30,595,388,122,79
25530,858,480,30,369,198,122,79
25530,858,480,30,406,42,122,79
25530,858,480,30,231,37,122,79
25530,858,480,30,241,52,122,79
25530,858,480,30,,22,57,122
25530,858,480,30,777,61,122,79
25530,858,480,30,737,64,122,79
25530,858,480,30,678,65,122,79
25530,858,480,30,292,69,122,79
25530,858,480,30,,52,82,122
25530,858,480,30,163,215,122,79
25530,858,480,30,346,195,122,79
25530,858,480,30,577,235,122,79
25530,858,480,30,575,287,122,79
25530,858,480,30,595,388,122,79
25560,858,480,30,368,199,122,79
25560,858,480,30,231,40,122,79
25560,858,480,30,,18,64,122
25560,858,480,30,428,65,122,79
25560,858,480,30,735,66,122,79
25560,858,480,30,680,67,122,79
25560,858,480,30,,51,82,122
25560,858,480,30,440,78,122,79
25560,858,480,30,353,196,122,79
25560,858,480,30,175,218,122,79
25560,858,480,30,571,233,122,79
25560,858,480,30,573,297,122,79
25560,858,480,30,596,391,122,79
25590,858,480,30,368,199,122,79
25590,858,480,30,231,40,122,79
25590,858,480,30,,18,64,122
25590,858,480,30,428,65,122,79
25590,858,480,30,735,66,122,79
25590,858,480,30,680,67,122,79
25590,858,480,30,,51,82,122
25590,858,480,30,440,78,122,79
25590,858,480,30,353,196,122,79
25590,858,480,30,175,218,122,79
25590,858,480,30,571,233,122,79
25590,858,480,30,573,297,122,79
25590,858,480,30,596,391,122,79
25620,858,480,30,368,199,122,79
25620,858,480,30,231,40,122,79
25620,858,480,30,,18,64,122
25620,858,480,30,428,65,122,79
25620,858,480,30,735,66,122,79
25620,858,480,30,680,67,122,79
25620,858,480,30,,51,82,122
25620,858,480,30,440,78,122,79
25620,858,480,30,353,196,122,79
25620,858,480,30,175,218,122,79
25620,858,480,30,571,233,122,79
25620,858,480,30,573,297,122,79
25620,858,480,30,596,391,122,79
25650,858,480,30,368,199,122,79
25650,858,480,30,231,40,122,79
25650,858,480,30,,18,64,122
25650,858,480,30,428,65,122,79
25650,858,480,30,735,66,122,79
25650,858,480,30,680,67,122,79
25650,858,480,30,,51,82,122
25650,858,480,30,440,78,122,79
25650,858,480,30,353,196,122,79
25650,858,480,30,175,218,122,79
25650,858,480,30,571,233,122,79
25650,858,480,30,573,297,122,79
25650,858,480,30,596,391,122,79
25680,858,480,30,368,199,122,79
25680,858,480,30,231,40,122,79
25680,858,480,30,,18,64,122
25680,858,480,30,428,65,122,79
25680,858,480,30,735,66,122,79
25680,858,480,30,680,67,122,79
25680,858,480,30,,51,82,122
25680,858,480,30,440,78,122,79
25680,858,480,30,353,196,122,79
25680,858,480,30,175,218,122,79
25680,858,480,30,571,233,122,79
25680,858,480,30,573,297,122,79
25680,858,480,30,596,391,122,79
25710,858,480,30,368,199,122,79
25710,858,480,30,231,40,122,79
25710,858,480,30,,18,64,122
25710,858,480,30,428,65,122,79
25710,858,480,30,735,66,122,79
25710,858,480,30,680,67,122,79
25710,858,480,30,,51,82,122
25710,858,480,30,440,78,122,79
25710,858,480,30,353,196,122,79
25710,858,480,30,175,218,122,79
25710,858,480,30,571,233,122,79
25710,858,480,30,573,297,122,79
25710,858,480,30,596,391,122,79
25740,858,480,30,368,199,122,79
25740,858,480,30,231,40,122,79
25740,858,480,30,,18,64,122
25740,858,480,30,428,65,122,79
25740,858,480,30,735,66,122,79
25740,858,480,30,680,67,122,79
25740,858,480,30,,51,82,122
25740,858,480,30,440,78,122,79
25740,858,480,30,353,196,122,79
25740,858,480,30,175,218,122,79
25740,858,480,30,571,233,122,79
25740,858,480,30,573,297,122,79
25740,858,480,30,596,391,122,79
25770,858,480,30,368,199,122,79
25770,858,480,30,231,40,122,79
25770,858,480,30,,18,64,122
25770,858,480,30,428,65,122,79
25770,858,480,30,735,66,122,79
25770,858,480,30,680,67,122,79
25770,858,480,30,,51,82,122
25770,858,480,30,440,78,122,79
25770,858,480,30,353,196,122,79
25770,858,480,30,175,218,122,79
25770,858,480,30,571,233,122,79
25770,858,480,30,573,297,122,79
25770,858,480,30,596,391,122,79
25800,858,480,30,368,199,122,79
25800,858,480,30,231,40,122,79
25800,858,480,30,,18,64,122
25800,858,480,30,428,65,122,79
25800,858,480,30,735,66,122,79
25800,858,480,30,680,67,122,79
25800,858,480,30,,51,82,122
25800,858,480,30,440,78,122,79
25800,858,480,30,353,196,122,79
25800,858,480,30,175,218,122,79
25800,858,480,30,571,233,122,79
25800,858,480,30,573,297,122,79
25800,858,480,30,596,391,122,79
25830,858,480,30,368,199,122,79
25830,858,480,30,231,40,122,79
25830,858,480,30,,18,64,122
25830,858,480,30,428,65,122,79
25830,858,480,30,735,66,122,79
25830,858,480,30,680,67,122,79
25830,858,480,30,,51,82,122
25830,858,480,30,440,78,122,79
25830,858,480,30,353,196,122,79
25830,858,480,30,175,218,122,79
25830,858,480,30,571,233,122,79
25830,858,480,30,573,297,122,79
25830,858,480,30,596,391,122,79
25860,858,480,30,368,199,122,79
25860,858,480,30,231,40,122,79
25860,858,480,30,,18,64,122
25860,858,480,30,428,65,122,79
25860,858,480,30,735,66,122,79
25860,858,480,30,680,67,122,79
25860,858,480,30,,51,82,122
25860,858,480,30,440,78,122,79
25860,858,480,30,353,196,122,79
25860,858,480,30,175,218,122,79
25860,858,480,30,571,233,122,79
25860,858,480,30,573,297,122,79
25860,858,480,30,596,391,122,79
25890,858,480,30,368,199,122,79
25890,858,480,30,231,40,122,79
25890,858,480,30,,18,64,122
25890,858,480,30,428,65,122,79
25890,858,480,30,735,66,122,79
25890,858,480,30,680,67,122,79
25890,858,480,30,,51,82,122
25890,858,480,30,440,78,122,79
25890,858,480,30,353,196,122,79
25890,858,480,30,175,218,122,79
25890,858,480,30,571,233,122,79
25890,858,480,30,573,297,122,79
25890,858,480,30,596,391,122,79
25920,858,480,30,368,199,122,79
25920,858,480,30,26,,23,122
25920,858,480,30,,39,,11
25920,858,480,30,407,28,122,79
25920,858,480,30,232,39,122,79
25920,858,480,30,72,41,122,79
25920,858,480,30,434,63,122,79
25920,858,480,30,735,66,122,79
25920,858,480,30,,33,79,122
25920,858,480,30,41,74,122,79
25920,858,480,30,133,170,122,79
25920,858,480,30,352,193,122,79
25920,858,480,30,179,216,122,79
25920,858,480,30,267,228,122,79
25920,858,480,30,584,294,122,79
25920,858,480,30,597,384,122,79
25950,858,480,30,368,199,122,79
25950,858,480,30,26,,23,122
25950,858,480,30,,39,,11
25950,858,480,30,407,28,122,79
25950,858,480,30,232,39,122,79
25950,858,480,30,72,41,122,79
25950,858,480,30,434,63,122,79
25950,858,480,30,735,66,122,79
25950,858,480,30,,33,79,122
25950,858,480,30,41,74,122,79
25950,858,480,30,133,170,122,79
25950,858,480,30,352,193,122,79
25950,858,480,30,179,216,122,79
25950,858,480,30,267,228,122,79
25950,858,480,30,584,294,122,79
25950,858,480,30,597,384,122,79
25980,858,480,30,368,199,122,79
25980,858,480,30,26,,23,122
25980,858,480,30,,39,,11
25980,858,480,30,407,28,122,79
25980,858,480,30,232,39,122,79
25980,858,480,30,72,41,122,79
25980,858,480,30,434,63,122,79
25980,858,480,30,735,66,122,79
25980,858,480,30,,33,79,122
25980,858,480,30,41,74,122,79
25980,858,480,30,133,170,122,79
25980,858,480,30,352,193,122,79
25980,858,480,30,179,216,122,79
25980,858,480,30,267,228,122,79
25980,858,480,30,584,294,122,79
25980,858,480,30,597,384,122,79
26010,858,480,30,368,199,122,79
26010,858,480,30,26,,23,122
26010,858,480,30,,39,,11
26010,858,480,30,407,28,122,79
26010,858,480,30,232,39,122,79
26010,858,480,30,72,41,122,79
26010,858,480,30,434,63,122,79
26010,858,480,30,735,66,122,79
26010,858,480,30,,33,79,122
26010,858,480,30,41,74,122,79
26010,858,480,30,133,170,122,79
26010,858,480,30,352,193,122,79
26010,858,480,30,179,216,122,79
26010,858,480,30,267,228,122,79
26010,858,480,30,584,294,122,79
26010,858,480,30,597,384,122,79
26040,858,480,30,368,199,122,79
26040,858,480,30,26,,23,122
26040,858,480,30,,39,,11
26040,858,480,30,407,28,122,79
26040,858,480,30,232,39,122,79
26040,858,480,30,72,41,122,79
26040,858,480,30,434,63,122,79
26040,858,480,30,735,66,122,79
26040,858,480,30,,33,79,122
26040,858,480,30,41,74,122,79
26040,858,480,30,133,170,122,79
26040,858,480,30,352,193,122,79
26040,858,480,30,179,216,122,79
26040,858,480,30,267,228,122,79
26040,858,480,30,584,294,122,79
26040,858,480,30,597,384,122,79
26070,858,480,30,368,199,122,79
26070,858,480,30,26,,23,122
26070,858,480,30,,39,,11
26070,858,480,30,407,28,122,79
26070,858,480,30,232,39,122,79
26070,858,480,30,72,41,122,79
26070,858,480,30,434,63,122,79
26070,858,480,30,735,66,122,79
26070,858,480,30,,33,79,122
26070,858,480,30,41,74,122,79
26070,858,480,30,133,170,122,79
26070,858,480,30,352,193,122,79
26070,858,480,30,179,216,122,79
26070,858,480,30,267,228,122,79
26070,858,480,30,584,294,122,79
26070,858,480,30,597,384,122,79
26100,858,480,30,368,199,122,79
26100,858,480,30,26,,23,122
26100,858,480,30,,39,,11
26100,858,480,30,407,28,122,79
26100,858,480,30,232,39,122,79
26100,858,480,30,72,41,122,79
26100,858,480,30,434,63,122,79
26100,858,480,30,735,66,122,79
26100,858,480,30,,33,79,122
26100,858,480,30,41,74,122,79
26100,858,480,30,133,170,122,79
26100,858,480,30,352,193,122,79
26100,858,480,30,179,216,122,79
26100,858,480,30,267,228,122,79
26100,858,480,30,584,294,122,79
26100,858,480,30,597,384,122,79
26130,858,480,30,368,199,122,79
26130,858,480,30,26,,23,122
26130,858,480,30,,39,,11
26130,858,480,30,407,28,122,79
26130,858,480,30,232,39,122,79
26130,858,480,30,72,41,122,79
26130,858,480,30,434,63,122,79
26130,858,480,30,735,66,122,79
26130,858,480,30,,33,79,122
26130,858,480,30,41,74,122,79
26130,858,480,30,133,170,122,79
26130,858,480,30,352,193,122,79
26130,858,480,30,179,216,122,79
26130,858,480,30,267,228,122,79
